jurisdiction_id,state,jurisdiction_level,canonical_name,external_id_namespace,external_id,id_status,authority_id,coverage_status,final_capable,election_night_capable,final_evidence_url,election_night_evidence_url,final_source_id,election_night_source_id,assessment_method,assessment_status,first_verified_at,last_verified_at,notes
us:me:municipality:topsham,ME,municipality,Topsham,,,provisional_name,us:authority:me:municipal-clerk:topsham-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Sagadahoc. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:lisbon,ME,municipality,Lisbon,,,provisional_name,us:authority:me:municipal-clerk:lisbon-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:sabattus,ME,municipality,Sabattus,,,provisional_name,us:authority:me:municipal-clerk:sabattus-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:turner,ME,municipality,Turner,,,provisional_name,us:authority:me:municipal-clerk:turner-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:winthrop,ME,municipality,Winthrop,,,provisional_name,us:authority:me:municipal-clerk:winthrop-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:hallowell,ME,municipality,Hallowell,,,provisional_name,us:authority:me:municipal-clerk:hallowell-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:gardiner,ME,municipality,Gardiner,,,provisional_name,us:authority:me:municipal-clerk:gardiner-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:skowhegan,ME,municipality,Skowhegan,,,provisional_name,us:authority:me:municipal-clerk:skowhegan-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:fairfield,ME,municipality,Fairfield,,,provisional_name,us:authority:me:municipal-clerk:fairfield-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:pittsfield,ME,municipality,Pittsfield,,,provisional_name,us:authority:me:municipal-clerk:pittsfield-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:belfast,ME,municipality,Belfast,,,provisional_name,us:authority:me:municipal-clerk:belfast-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Waldo. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:camden,ME,municipality,Camden,,,provisional_name,us:authority:me:municipal-clerk:camden-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Knox. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:thomaston,ME,municipality,Thomaston,,,provisional_name,us:authority:me:municipal-clerk:thomaston-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Knox. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:ellsworth,ME,municipality,Ellsworth,,,provisional_name,us:authority:me:municipal-clerk:ellsworth-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:bar-harbor,ME,municipality,Bar Harbor,,,provisional_name,us:authority:me:municipal-clerk:bar-harbor-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:brewer,ME,municipality,Brewer,,,provisional_name,us:authority:me:municipal-clerk:brewer-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:old-town,ME,municipality,Old Town,,,provisional_name,us:authority:me:municipal-clerk:old-town-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:lincoln,ME,municipality,Lincoln,,,provisional_name,us:authority:me:municipal-clerk:lincoln-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:millinocket,ME,municipality,Millinocket,,,provisional_name,us:authority:me:municipal-clerk:millinocket-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:caribou,ME,municipality,Caribou,,,provisional_name,us:authority:me:municipal-clerk:caribou-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Aroostook. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:houlton,ME,municipality,Houlton,,,provisional_name,us:authority:me:municipal-clerk:houlton-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Aroostook. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:fort-kent,ME,municipality,Fort Kent,,,provisional_name,us:authority:me:municipal-clerk:fort-kent-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Aroostook. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:rumford,ME,municipality,Rumford,,,provisional_name,us:authority:me:municipal-clerk:rumford-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Oxford. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:norway,ME,municipality,Norway,,,provisional_name,us:authority:me:municipal-clerk:norway-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Oxford. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:paris,ME,municipality,Paris,,,provisional_name,us:authority:me:municipal-clerk:paris-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Oxford. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:bethel,ME,municipality,Bethel,,,provisional_name,us:authority:me:municipal-clerk:bethel-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Oxford. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Expanded Maine cohort; artifact verification pending.
us:me:municipality:eliot,ME,municipality,Eliot,,,provisional_name,us:authority:me:municipal-clerk:eliot-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:berwick,ME,municipality,Berwick,,,provisional_name,us:authority:me:municipal-clerk:berwick-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:south-berwick,ME,municipality,South Berwick,,,provisional_name,us:authority:me:municipal-clerk:south-berwick-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:north-berwick,ME,municipality,North Berwick,,,provisional_name,us:authority:me:municipal-clerk:north-berwick-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:waterboro,ME,municipality,Waterboro,,,provisional_name,us:authority:me:municipal-clerk:waterboro-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:lyman,ME,municipality,Lyman,,,provisional_name,us:authority:me:municipal-clerk:lyman-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:buxton,ME,municipality,Buxton,,,provisional_name,us:authority:me:municipal-clerk:buxton-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:hollis,ME,municipality,Hollis,,,provisional_name,us:authority:me:municipal-clerk:hollis-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:dayton,ME,municipality,Dayton,,,provisional_name,us:authority:me:municipal-clerk:dayton-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:arundel,ME,municipality,Arundel,,,provisional_name,us:authority:me:municipal-clerk:arundel-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=York. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:standish,ME,municipality,Standish,,,provisional_name,us:authority:me:municipal-clerk:standish-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:raymond,ME,municipality,Raymond,,,provisional_name,us:authority:me:municipal-clerk:raymond-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:casco,ME,municipality,Casco,,,provisional_name,us:authority:me:municipal-clerk:casco-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:naples,ME,municipality,Naples,,,provisional_name,us:authority:me:municipal-clerk:naples-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:sebago,ME,municipality,Sebago,,,provisional_name,us:authority:me:municipal-clerk:sebago-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:baldwin,ME,municipality,Baldwin,,,provisional_name,us:authority:me:municipal-clerk:baldwin-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:pownal,ME,municipality,Pownal,,,provisional_name,us:authority:me:municipal-clerk:pownal-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:north-yarmouth,ME,municipality,North Yarmouth,,,provisional_name,us:authority:me:municipal-clerk:north-yarmouth-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:harpswell,ME,municipality,Harpswell,,,provisional_name,us:authority:me:municipal-clerk:harpswell-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Cumberland. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:mechanic-falls,ME,municipality,Mechanic Falls,,,provisional_name,us:authority:me:municipal-clerk:mechanic-falls-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:poland,ME,municipality,Poland,,,provisional_name,us:authority:me:municipal-clerk:poland-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:durham,ME,municipality,Durham,,,provisional_name,us:authority:me:municipal-clerk:durham-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:greene,ME,municipality,Greene,,,provisional_name,us:authority:me:municipal-clerk:greene-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:livermore,ME,municipality,Livermore,,,provisional_name,us:authority:me:municipal-clerk:livermore-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:livermore-falls,ME,municipality,Livermore Falls,,,provisional_name,us:authority:me:municipal-clerk:livermore-falls-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Androscoggin. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:monmouth,ME,municipality,Monmouth,,,provisional_name,us:authority:me:municipal-clerk:monmouth-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:manchester,ME,municipality,Manchester,,,provisional_name,us:authority:me:municipal-clerk:manchester-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:belgrade,ME,municipality,Belgrade,,,provisional_name,us:authority:me:municipal-clerk:belgrade-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:oakland,ME,municipality,Oakland,,,provisional_name,us:authority:me:municipal-clerk:oakland-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:winslow,ME,municipality,Winslow,,,provisional_name,us:authority:me:municipal-clerk:winslow-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:china,ME,municipality,China,,,provisional_name,us:authority:me:municipal-clerk:china-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:vassalboro,ME,municipality,Vassalboro,,,provisional_name,us:authority:me:municipal-clerk:vassalboro-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:readfield,ME,municipality,Readfield,,,provisional_name,us:authority:me:municipal-clerk:readfield-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:wayne,ME,municipality,Wayne,,,provisional_name,us:authority:me:municipal-clerk:wayne-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:chelsea,ME,municipality,Chelsea,,,provisional_name,us:authority:me:municipal-clerk:chelsea-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:farmingdale,ME,municipality,Farmingdale,,,provisional_name,us:authority:me:municipal-clerk:farmingdale-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:west-gardiner,ME,municipality,West Gardiner,,,provisional_name,us:authority:me:municipal-clerk:west-gardiner-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:randolph,ME,municipality,Randolph,,,provisional_name,us:authority:me:municipal-clerk:randolph-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Kennebec. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:norridgewock,ME,municipality,Norridgewock,,,provisional_name,us:authority:me:municipal-clerk:norridgewock-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:madison,ME,municipality,Madison,,,provisional_name,us:authority:me:municipal-clerk:madison-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:anson,ME,municipality,Anson,,,provisional_name,us:authority:me:municipal-clerk:anson-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:canaan,ME,municipality,Canaan,,,provisional_name,us:authority:me:municipal-clerk:canaan-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:hartland,ME,municipality,Hartland,,,provisional_name,us:authority:me:municipal-clerk:hartland-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:palmyra,ME,municipality,Palmyra,,,provisional_name,us:authority:me:municipal-clerk:palmyra-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Somerset. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:dexter,ME,municipality,Dexter,,,provisional_name,us:authority:me:municipal-clerk:dexter-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:dover-foxcroft,ME,municipality,Dover-Foxcroft,,,provisional_name,us:authority:me:municipal-clerk:dover-foxcroft-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Piscataquis. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:greenville,ME,municipality,Greenville,,,provisional_name,us:authority:me:municipal-clerk:greenville-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Piscataquis. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:milo,ME,municipality,Milo,,,provisional_name,us:authority:me:municipal-clerk:milo-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Piscataquis. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:guilford,ME,municipality,Guilford,,,provisional_name,us:authority:me:municipal-clerk:guilford-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Piscataquis. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:brownville,ME,municipality,Brownville,,,provisional_name,us:authority:me:municipal-clerk:brownville-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Piscataquis. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:east-millinocket,ME,municipality,East Millinocket,,,provisional_name,us:authority:me:municipal-clerk:east-millinocket-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:howland,ME,municipality,Howland,,,provisional_name,us:authority:me:municipal-clerk:howland-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:newport,ME,municipality,Newport,,,provisional_name,us:authority:me:municipal-clerk:newport-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:hermon,ME,municipality,Hermon,,,provisional_name,us:authority:me:municipal-clerk:hermon-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:hampden,ME,municipality,Hampden,,,provisional_name,us:authority:me:municipal-clerk:hampden-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:veazie,ME,municipality,Veazie,,,provisional_name,us:authority:me:municipal-clerk:veazie-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:glenburn,ME,municipality,Glenburn,,,provisional_name,us:authority:me:municipal-clerk:glenburn-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:eddington,ME,municipality,Eddington,,,provisional_name,us:authority:me:municipal-clerk:eddington-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:clifton,ME,municipality,Clifton,,,provisional_name,us:authority:me:municipal-clerk:clifton-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:holden,ME,municipality,Holden,,,provisional_name,us:authority:me:municipal-clerk:holden-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:orrington,ME,municipality,Orrington,,,provisional_name,us:authority:me:municipal-clerk:orrington-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Penobscot. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:dedham,ME,municipality,Dedham,,,provisional_name,us:authority:me:municipal-clerk:dedham-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:bucksport,ME,municipality,Bucksport,,,provisional_name,us:authority:me:municipal-clerk:bucksport-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:blue-hill,ME,municipality,Blue Hill,,,provisional_name,us:authority:me:municipal-clerk:blue-hill-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:castine,ME,municipality,Castine,,,provisional_name,us:authority:me:municipal-clerk:castine-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:deer-isle,ME,municipality,Deer Isle,,,provisional_name,us:authority:me:municipal-clerk:deer-isle-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:stonington,ME,municipality,Stonington,,,provisional_name,us:authority:me:municipal-clerk:stonington-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
us:me:municipality:mount-desert,ME,municipality,Mount Desert,,,provisional_name,us:authority:me:municipal-clerk:mount-desert-municipal-clerk,final_only,true,false,,,,,existing_me_locality_census,enumerated,,,County=Hancock. Municipality-first identity; wards/precincts/reporting units are excluded from the locality denominator. Bulk expansion; artifact verification pending.
